sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,accessories_size,accessories_type,apparel_type,author_artist,bag_luggage_type,bedding_pattern,bed_bath_type,books_music_type,camera_megapixels,camera_type,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decor_type,description,electronic_type,fit,format,frame_style,gallery,gender,gendered,genre,gift_message_available,gift_wrapping_available,gift_wrapping_price,has_options,homeware_style,home_decor_type,image,image_label,jewelry_type,length,lens_type,luggage_size,luggage_style,luggage_travel_style,manufacturer,material,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,necklace_length,news_from_date,news_to_date,occasion,options_container,page_layout,price,required_options,shoe_size,shoe_type,short_description,size,sleeve_length,small_image,small_image_label,special_from_date,special_price,special_to_date,status,style,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,width,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
wsd005xl,,Clothing,simple,,,base,,,Dresses,,,,,,,,Purple,,,"2013-03-12 08:32:00",,,,,,"Racer back maxi dress. Pull over style. Loose fitting. Straight skirt falls to floor. Viscose. ",,,,,,Female,,,,,,0,,,/w/s/wsd005t_4.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Racer Back Maxi Dress",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",280.0000,0,,,"This classic maxi dress drapes beautifully throughout body and sweeps in a light A-line to the floor. Keep a casual chic look by pairing with a jean jacket or go glam with a statement necklace.",XL,,/w/s/wsd005t_4.jpg,,,,,1,,2,/w/s/wsd005t_4.jpg,,"2014-03-09 18:12:56",racer-back-maxi-dress,racer-back-maxi-dress-605.html,1,1.0000,,15.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/w/s/wsd005t_4.jpg,,1,0,,,,,,,,,,,,,,,,
abl009,,Accessories,simple,,,base,,"Bags & Luggage",,,Luggage,,,,,,Black,,,"2013-03-13 02:03:31",,,,,,"Water resistant hard polycarbonate shell. All direction spinner wheels. Zip closure. Locking, retractable metal handle. Cross strap and self repairing zipper interior. Padded side handle for lateral carry. 21"" x 17"" x 10"".",,,,,,"Male or Female",,,,,,0,,,/a/b/abl0006a_4.jpg,,,,,"19""",Business,classic,,Other,,,,,,,"Use config","Use config","Classic Hardshell Suitcase 19""",,"2013-03-01 00:00:00",,,"Product Info Column","1 column",600.0000,0,,,"Some like it classic. This luggage provides ample room for multiday trips.",,,/a/b/abl0006a_4.jpg,,,,,1,,2,/a/b/abl0006a_4.jpg,,"2013-03-20 00:48:49",classic-hardshell-suitcase,classic-hardshell-suitcase-584.html,1,3.0000,,7.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/b/abl006b_4.jpg,,2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/b/abl0008_3.jpg,,3,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/b/abl0006a_4.jpg,,1,0,,,,,,,,,,,,,,,,
vip000,,Default,virtual,,,,,,,,,,,,,,,,,"2013-03-13 05:00:50",,,,,,"Exclusive discounts on high end designer goods and services for member shoppers.  Sales are held only on the Madison Island website and are first come first serve. Full inventory is available at the start of the sale.",,,,,,,,,,,,0,,,no_selection,,,,,,,,,,,,,,,,"Use config","Use config","1-Year Members Only Shopping",,,,,"Block after Info Column",,400.0000,0,,,"Insider access to top designer labels at warehouse prices--everyday.",,,no_selection,,,,,1,,0,no_selection,,"2013-03-13 05:02:06",1-year-members-only-shopping,,1,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acj001c,,Jewelry,configurable,Accessories/Jewelry,"Default Category",base,,,,,,,,,,,,,,"2013-03-19 21:21:18",,,,,,"AA& quality 6.0-6.5mm pearls. Double knotted on silk thread. 24"" strand. 14K gold hook-and-eye clasp. Made in Indonesia.",,,,,,,,,,,,1,,,/a/c/acj001_1_2.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Pearl Strand Necklace",,,,,"Product Info Column","1 column",250.0000,1,,,"For a discreet display of pure elegance. Layer multi strands or compliment with pearl or diamond studs. 18"" or 24""",,,/a/c/acj001_1_2.jpg,,,,,1,Strand,2,/a/c/acj001_1_2.jpg,,"2013-03-19 22:26:27",pearl-strand-necklace,pearl-strand-necklace.html,4,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/c/acj007_1_1.jpg,,2,0,,,,,,,,,,,,,acj00124,necklace_length,"24""",30.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/a/c/acj001_1_2.jpg,,1,0,,,,,,,,,,,,,acj00118,necklace_length,"18""",
acj00118,,Jewelry,simple,,,base,,,,,,,,,,,,,Indonesia,"2013-03-19 21:29:21",,,,,,"AA& quality 6.0-6.5mm pearls. Double knotted on silk thread. 24"" strand. 14K gold hook-and-eye clasp. Made in Indonesia.",,,,,,,,,,,,0,,,/a/c/acj001_1_3.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Pearl Strand Necklace-18""","18""",,,,"Block after Info Column",,250.0000,0,,,"For a discreet display of pure elegance. Layer multi strands or compliment with pearl or diamond studs. 18"" or 24""",,,/a/c/acj001_1_3.jpg,,,,,1,Strand,2,/a/c/acj001_1_3.jpg,,"2014-03-09 18:15:21",pearl-strand-necklace-18,pearl-strand-necklace-18.html,1,0.5000,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/c/acj001_1_3.jpg,,1,0,,,,,,,,,,,,,,,,
acj00124,,Jewelry,simple,,,base,,,,,,,,,,,,,Indonesia,"2013-03-19 21:29:37",,,,,,"AA& quality 6.0-6.5mm pearls. Double knotted on silk thread. 24"" strand. 14K gold hook-and-eye clasp. Made in Indonesia.",,,,,,,,,,,,0,,,/a/c/acj001_1_4.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Pearl Strand Necklace-24""","24""",,,,"Block after Info Column",,250.0000,0,,,"For a discreet display of pure elegance. Layer multi strands or compliment with pearl or diamond studs. 18"" or 24""",,,/a/c/acj001_1_4.jpg,,,,,1,Strand,2,/a/c/acj001_1_4.jpg,,"2014-03-09 18:15:43",pearl-strand-necklace-24,pearl-strand-necklace-24.html,1,0.5000,,1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/c/acj001_1_4.jpg,,1,0,,,,,,,,,,,,,,,,
acj0006s,,Jewelry,simple,Accessories/Jewelry,"Default Category",base,,,,,,,,,,,Blue,,India,"2013-03-19 23:10:40",,,,,,"Set of 3. Glass beads on metal band. 2.75"" diameter. Made in India.",,,,,,,,,,,,0,,,/a/c/acj006_2.jpg,,Bracelets,,,,,,,,,,,,,,"Use config","Use config","Blue Horizons Bracelets",,,,,"Block after Info Column",,55.0000,0,,,"Add a pop of color with these handmade bangles from India.",,,/a/c/acj006_2.jpg,,,,,1,Bangle,2,/a/c/acj006_2.jpg,,"2013-05-13 19:09:16",blue-horizons-bracelets,blue-horizons-bracelets.html,4,0.2500,,19.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,hdd006,0,,,,,,,,,,,,,,,88,/a/c/acj006_2.jpg,,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acj004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wbk002c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acj003,,Jewelry,simple,Accessories/Jewelry,"Default Category",base,,,,,,,,,,,Ivory,,,"2013-03-19 23:33:10",,,,,,"AA& quality 6.5mm pearl. 14K gold post. Made in Indonesia.",,,,,,Female,,,,,,0,,,/a/c/acj003_2.jpg,,Earrings,,,,,,,,,,,,,,"Use config","Use config","Pearl Stud Earrings",,,,,"Block after Info Column",,110.0000,0,,,"Prim and demure, pearl studs are a cross cultural symbol of style and refinement.",,,/a/c/acj003_2.jpg,,,,,1,Stud,2,/a/c/acj003_2.jpg,,"2013-03-21 00:06:49",pearl-stud-earrings,pearl-stud-earrings.html,4,0.2500,,15.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/c/acj003_2.jpg,,1,1,,,,,,,,,,,,,,,,
acj004,,Jewelry,simple,Accessories/Jewelry,"Default Category",base,,,,,,,,,,,Indigo,,Haiti,"2013-03-19 23:40:45",,,,,,"Carved horn. Sterling silver hook. 2.25"". Made in Haiti.",,,,,,Female,,,,,,0,,,/a/c/acj004_2.jpg,,Earrings,,,,,,,,,,,,,,"Use config","Use config","Swing Time Earrings",,,,,"Block after Info Column",,75.0000,0,,,"Artisans from nonprofit Comite Artisanal Haitien in Port-au-Prince fashion these tasteful earrings from shaped horn. Each pair possesses its own unique natural beauty.",,,/a/c/acj004_2.jpg,,,,,1,Drop,2,/a/c/acj004_2.jpg,,"2013-03-21 00:07:03",swing-time-earrings,swing-time-earrings.html,4,0.5000,,53.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/c/acj004_2.jpg,,1,1,,,,,,,,,,,,,,,,
acj000,,Jewelry,simple,Accessories/Jewelry,"Default Category",base,,,,,,,,,,,Silver,,Niger,"2013-03-19 23:46:45",,,,,,"Traditional Tuareg design on hand-hammered and chiseled silver. The Tuareg of Saharan Africa are known for their decorative jewelry craft. 16"". Silver, stone beads. Made in Niger.",,,,,,Female,,,,,,0,,,/a/c/acj000_2.jpg,,Necklaces,,,,,,,,,,,,,,"Use config",Yes,"Silver Desert Necklace","18""",,,,"Block after Info Column",,210.0000,0,,,"Wear your passport by adding an edgy and artistic statement necklace. Ethnic design on hand-hammered and chiseled silver.",,,/a/c/acj000_2.jpg,,,,,1,Statement,2,/a/c/acj000_2.jpg,,"2013-03-29 00:12:32",silver-desert-necklace,silver-desert-necklace.html,4,1.0000,,43.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/c/acj000_2.jpg,,1,1,,,,,,,,,,,,,,,,
acj005,,Jewelry,simple,Accessories/Jewelry,"Default Category",base,,,,,,,,,,,Silver,,Switzerland,"2013-03-20 00:02:13",,,,,,"Swiss quartz movement. Date function. 3-hands. Notch markers. Round, stainless steel case (42 mm x 15 x 13) and link strap (19mm x 8.25""); Traditional clasp. Pull-out crown. Water resistant 125 feet.",,,,,,Male,,,,,,0,,,/a/c/acj005_2.jpg,,Watches,,,,,,,,,,,,,,"Use config","Use config","Swiss Movement Sports Watch",,,,,"Block after Info Column",,500.0000,0,,,"A traditional timepiece with edgy detailing.",,,/a/c/acj005_2.jpg,,,,,1,Clean,2,/a/c/acj005_2.jpg,,"2013-04-16 11:31:28",swiss-movement-sports-watch,swiss-movement-sports-watch.html,4,1.2500,,2.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/a/c/acj005_2.jpg,,1,1,,,,,,,,,,,,,,,,
acj007,,Jewelry,grouped,Accessories/Jewelry,"Default Category",base,,,,,,,,,,,,,Indonesia,"2013-03-20 00:07:46",,,,,,"AA& quality 6.0-6.5mm pearls. Double knotted on silk thread. 24"" strand. 14K gold hook-and-eye clasp. Made in Indonesia.",,,,,,Female,,,,,,0,,,/a/c/acj007_1_2.jpg,,,,,,,,,,,,,,,,,,"Pearl Necklace Set",,,,,"Block after Info Column",,,0,,,"Fresh Water Pearl Necklaces",,,/a/c/acj007_1_2.jpg,,,,,1,,,/a/c/acj007_1_2.jpg,,"2013-03-20 04:06:21",pearl-necklace-set-test,pearl-necklace-set-test.html,4,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,acj00118,1.0000,1,,,,,,,,88,/a/c/acj007_1_2.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acj00124,1.0000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acj003,1.0000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hbm001,,"Books & Music",downloadable,"Home & Decor/Books & Music","Default Category",base,,,,"Jules Verne",,,,Books,,,,,,"2013-03-25 21:37:06",,,,,,"For a bet, Phileas Fogg sets out with his servant Passeportout to achieve an incredible journey - from London to Paris, Brindisi, Suez, Bombay, Calcutta, Singapore, Hong Kong, San Francisco, New York and back to London again, all in just eighty days. There are many alarms and surprises along the way - and a last minute setback that makes all the difference between winning and losing.",,,Downloadable,,,,,Adventure,,,,1,,,/8/0/80_days.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Around the World in 80 Days",,,,,"Product Info Column","1 column",5.0000,1,,,"A classic adventure novel in which a Londoner and his French valet take a bet to circumnavigate the world in 80 days.",,,/8/0/80_days_.jpg,,,,,1,,2,/8/0/80_days_.jpg,,"2013-05-15 00:17:02",around-the-world-in-80-days,around-the-world-in-80-days.html,4,,,9999.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/8/0/80_days.jpg,,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/8/0/80_days_.jpg,,2,1,,,,,,,,,,,,,,,,
hbm005,,"Books & Music",downloadable,"Home & Decor/Books & Music","Default Category",base,,,,"I Am Not Lefthanded",,,,Music,,,,,,"2013-03-26 00:36:32",,,,,,"Falling by  I Am Not Lefthanded. Album: Yes Means No. Running time 3:16. Downloadable as mp3.",,,MP3,,,,,Rock,,,,1,,,/l/e/lefthanded.png,,,,,,,,,,,,,,,,"Use config","Use config","Falling by I Am Not Lefthanded",,,,,"Product Info Column","1 column",2.0000,0,,,"Single off the album Yes Means No.",,,/l/e/lefthanded_.jpg,,,,,1,,0,/l/e/lefthanded_.jpg,,"2013-05-15 00:19:42",falling-by-i-am-not-lefthanded,falling-by-i-am-not-lefthanded.html,4,,,9999.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/l/e/lefthanded_.jpg,,3,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/l/e/lefthanded.png,,4,1,,,,,,,,,,,,,,,,
hbm006,,"Books & Music",downloadable,"Home & Decor/Books & Music","Default Category",base,,,,Keshco,,,,Music,,,,,,"2013-03-26 00:51:40",,,,,,"If You Were by Keshco. Album: Trolley Crash. Duration: 3:31. Downloadable as mp3.",,,MP3,,,,,Folk,,,,1,,,/k/e/keshco.jpg,,,,,,,,,,,,,,,,"Use config","Use config","If You Were by Keshco",,,,,"Product Info Column","1 column",2.0000,1,,,"Tunes for the trip.",,,/k/e/keshco_.jpg,,,,,1,,0,/k/e/keshco_.jpg,,"2013-05-15 00:21:55",if-you-were-by-keshco,if-you-were-by-keshco.html,4,,,999.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/k/e/keshco.jpg,,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/k/e/keshco_.jpg,,2,1,,,,,,,,,,,,,,,,
hbm007,,"Books & Music",downloadable,"Home & Decor/Books & Music","Default Category",base,,,,Shearer,,,,Music,,,,,,"2013-03-26 01:07:53",,,,,,"Can't Stop It by Shearer. Album: Eve. Duration: 2:49. Downloadable as mp3.",,,MP3,,,,,Rock,,,,1,,,/s/h/shearer_2.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Can't Stop It by Shearer",,,,,"Product Info Column","1 column",2.0000,1,,,"Tunes for the trip.",,,/s/h/shearer__2.jpg,,,,,1,,0,/s/h/shearer__2.jpg,,"2013-05-15 00:22:18",can-t-stop-it-by-shearer,can-t-stop-it-by-shearer.html,4,,,1000.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/h/shearer_.jpg,,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shearer.jpg,,2,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shearer__1.jpg,,3,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shearer_1.jpg,,4,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shearer_2.jpg,,5,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/h/shearer__2.jpg,,6,0,,,,,,,,,,,,,,,,
hbm008,,"Books & Music",downloadable,"Home & Decor/Books & Music","Default Category",base,,,,Shearer,,,,Music,,,,,,"2013-03-26 01:17:45",,,,,,"Love is an Eternal Lie by The Sleeping Tree. Album: Music to Accompany the World Traveller. Duration: 3:11. Downloadable as mp3.",,,MP3,,,,,Rock,,,,1,,,/s/l/sleepingtree_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Love is an Eternal Lie by The Sleeping Tree",,,,,"Product Info Column","1 column",2.0000,1,,,"Music to Accompany the World Traveller.",,,/s/l/sleepingtree_.jpg,,,,,1,,0,/s/l/sleepingtree_.jpg,,"2013-03-27 09:27:11",love-is-an-eternal-lie-by-the-sleeping-tree,love-is-an-eternal-lie-by-the-sleeping-tree.html,4,,,10000.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/s/l/sleepingtree_.jpg,,2,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/s/l/sleepingtree_1.jpg,,3,1,,,,,,,,,,,,,,,,
hbm009,,"Books & Music",downloadable,"Home & Decor/Books & Music","Default Category",base,,,,"t Bird",,,,Music,,,,,,"2013-03-26 01:32:07",,,,,,"Goin Down to the Bus Stop by TBird. Album: Best of Breitband. Duration: 2:23. Downloadable as mp3.",,,MP3,,,,,Funk,,,,1,,,/t/b/tbird.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Goin Down to the Bus Stop by TBird",,,,,"Product Info Column","1 column",2.0000,1,,,"Off the Best of Breitband album.",,,/t/b/tbird_.jpg,,,,,2,,0,/t/b/tbird_.jpg,,"2013-04-26 00:20:09",goin-down-to-the-bus-stop-by-tbird,goin-down-to-the-bus-stop-by-tbird.html,4,,,1000.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/t/b/tbird_.jpg,,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/t/b/tbird.jpg,,2,1,,,,,,,,,,,,,,,,
hbm010,,"Books & Music",downloadable,"Home & Decor/Books & Music","Default Category",base,,,,"Unannounced Guest",,,,Music,,,,,,"2013-03-26 01:50:16",,,,,,"Fire [Kalima remix] by Unannounced Guest. Duration: 2:48. Downloadable as mp3.",,,MP3,,,,,"Hip Hop
Funk",,,,1,,,/u/n/unannouncedguest.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Fire [Kalima remix] by Unannounced Guest",,,,,"Product Info Column","1 column",2.0000,1,,,"Tunes for the trip.",,,/u/n/unannouncedguest_.jpg,,,,,1,,0,/u/n/unannouncedguest_.jpg,,"2013-04-03 13:13:49",fire-kalima-remix-by-unannounced-guest,fire-kalima-remix-by-unannounced-guest.html,4,,,1000.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/u/n/unannouncedguest_.jpg,,1,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/u/n/unannouncedguest.jpg,,2,1,,,,,,,,,,,,,,,,
mem000,,Default,virtual,,"Default Category",base,,,,,,,,,,,,,,"2013-03-26 19:30:31",,,,,,"Membership is valid for ONE YEAR from the date of purchase. Members are allowed unlimited purchases with VIP pricing, however purchases are not for resale. Madison Island may, in its sole discretion, choose not to process or to cancel your order in certain circumstances. This may occur, for example, when the product you wish to purchase is out of stock, mispriced, or if we suspect the request is fraudulent.
",,,,,,,,,,,,1,,,/v/i/vip_membership.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Madison Island VIP Membership - 1 Year",,,,,"Product Info Column",,350.0000,1,,,"Gain insider access to the best styles for fashion and home at up to 40% off. Join and discover some fabulous finds. 

Membership will be reviewed and approved by a Sales Associate.
",,,/v/i/vip_membership.jpg,,,,,1,,0,/v/i/vip_membership.jpg,,"2013-06-20 14:30:03",madison-island-vip-membership-1-year,madison-island-vip-membership-1-year.html,2,,,1000.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/v/i/vip_membership.jpg,,1,1,,date,"Membership start date",1,0.0000,,,0,,,,,,,,
Pmo000xs,,Clothing,simple,,,,,,Outerwear,,,,,,,,Black,,,"2013-04-18 13:43:45",,,,,,"Double breasted overcoat with front button front closure and belt.Two side slit pockets and vented back. Two interior patch pockets. Available in Black. Imported. Poly/cotton/polyurethane. Dry clean.",,Regular,,,,Male,,,,,,0,,,/p/m/pmo000a_5.jpg,,,,,,,,,,,,,,,,,,"Thomas Overcoat",,,,,"Product Info Column",,590.0000,0,,,"Sharply tailored and perfect for spring season.",XS,"Long Sleeve",/p/m/pmo000t_5.jpg,,,,,1,,2,/p/m/pmo000t_5.jpg,,"2013-04-18 14:07:43",thomas-overcoat,thomas-overcoat.html,1,1.0000,,32.0000,1.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/m/pmo000t_5.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/p/m/pmo000a_5.jpg,,2,0,,,,,,,,,,,,,,,,
